Filename,Marathi Translation
common_voice_hi_29840475.mp3,शिखर दावन नंतर हनुमा विहारी ही ड्यूस्ट बॅट बाज बनली ज्याने ही रिकॉट केली.
common_voice_hi_29840476.mp3,"माझिंटा लाईमुळे, बर्‍याच घरांमध्ये क्रॅक आहेत, मेंट्रो तपासणीत गुंतलेले आहेत."
common_voice_hi_29840477.mp3,"एमसीडी निवडणूक, स्वराज इड्याका सीटी बजव अभन"
common_voice_hi_29840513.mp3,"मग आम्ही नवाझुड डे हे पुस्तक लिहू, ते म्हणाले की लोक ते लिहितील."
common_voice_hi_29840515.mp3,कामकाज स्वायत्त युनिटच्या प्रसारणाचे परिमाण पाहतील
common_voice_hi_29840516.mp3,"पायल राहोतगीला जामीन मिळतो, सवदान आद्यामधून सुश्रीक"
common_voice_hi_29840518.mp3,बारातच्या पुरुशा यावा माहिला होकी टिमनला ऑलिम्पिक तिकिट मिळते.
common_voice_hi_29840519.mp3,"2 आरआयआर कॅमरची सात जंगले, 1 प्लस एक्स आणू शकते."
common_voice_hi_29840568.mp3,"पॅरा जलतरणपटू, ज्यामुळे महिला तेराकोची तीन वर्षे सस्पेन्स बनवते."
common_voice_hi_29840569.mp3,चॅटरसह दिल्ली घेऊन तयारी सुरू झाली
common_voice_hi_29840570.mp3,मेट्रोमध्ये बर्टी एक समस्या बनली
common_voice_hi_29840571.mp3,"नेपाळचे मंत्री चेतावणी देतात की, आमच्या गॅरेलू ममरो, भारतापासून दूर रहा."
common_voice_hi_29840572.mp3,किरण फशरच्या विधानापासून किरांडबेडी विभक्त झाली
common_voice_hi_29840593.mp3,सार्वजनिक कुटुंब काय आहे
common_voice_hi_29840595.mp3,पुर्वॉटर भारत अधीयन प्राग्राम लवकरच दिल्ली इनव्हितीमध्ये सुरू होईल
common_voice_hi_29840596.mp3,जैया प्रादाका राजकारणाशी एक गंभीर संबंध आहे
common_voice_hi_29840598.mp3,"राहुल गंती, कुंग्रेसचे चनवी कामंदर"
common_voice_hi_29840599.mp3,नष्ट करा
common_voice_hi_29840635.mp3,प्रॅटिस दरम्यान पाकिस्तानचे तेजगेनबास वहाबा रियास
common_voice_hi_29840636.mp3,रॉजर फॅटेररने ड्विड गोफिनला पराभूत केले आणि स्वत: चे जिंकले
common_voice_hi_29840638.mp3,"फीखा वाल्गॅग, मेक्सिको ते हारगर शेवटचे आप पाचा नदार लॅन्स."
common_voice_hi_29840639.mp3,"दिल्लीत एक पॅरॅक रुजत आहे, जिथे बस दिसेल."
common_voice_hi_29840640.mp3,दिल्ली आणि अस्पासच्या भागात पाऊस आहे
common_voice_hi_29840670.mp3,"मंत्र है, सेनिर आणि जुनिर या दोन्ही वर्गांसाठी आहार"
common_voice_hi_29840671.mp3,राजिस्तान पोकरन पेटरिंग रेंजजवळ खेटमध्ये बॉम्ब मोजत आहे
common_voice_hi_29840672.mp3,नैनु हर भाटियाचा सबना रतन टाटा
common_voice_hi_29840673.mp3,जॅल सविता मधील मध्य प्रदेश अंटराश्ची पुरस्कार
common_voice_hi_29840674.mp3,नॉर्थ कलिंडी कोलिझ यासाठी वसतिगृहे बनवित आहेत
common_voice_hi_29840700.mp3,मी तुला सांगू इच्छित नाही
common_voice_hi_29840701.mp3,तालिबायक किलाव पाक यांची लढाई शब्बाथ होईल
common_voice_hi_29840702.mp3,भारतात बबानच्या वर्चस्वाचे सत्य राजनिती
common_voice_hi_29840703.mp3,ब्रश्टा चरणाला बक्षीस मिळते अरविंद केजरीवाल
common_voice_hi_29840704.mp3,"बेझेट अप, विजेचे दर खराब असू शकतात"
common_voice_hi_29840749.mp3,सुलतानची नायिका नकारात्मक पात्रात असेल
common_voice_hi_29840750.mp3,"जर कुन्ग्रेस नाची अपन भोलेचा नेता, कर्टी चिदमन मुलाला खराब केले जाईल, तर पक्षाचा ठोका खराब होईल."
common_voice_hi_29840751.mp3,इअर ऑर्डर देय आणि परतफेड करण्यासाठी किंग फिशर एर लाइन अप करा
common_voice_hi_29840752.mp3,नवीन उत्पन्न शहर रामच्या 100 मीटरच्या पुतळ्यासह स्थायिक होईल
common_voice_hi_29840753.mp3,ग्रह मंत्री शिंदे वादावर टीपवर निवेदन करू शकतात
common_voice_hi_29840789.mp3,बिहारमधील नॅक्सलाइट एनआयचे भोजन शूट केले आहे
common_voice_hi_29840790.mp3,कोरियाच्या उदाहरणावर जपानचा अत्राज
common_voice_hi_29840791.mp3,"भारतिया आता अधिक जगत आहे, लिकिनकडे आदिक भिमार आहे."
common_voice_hi_29840792.mp3,आपले अंडरराइट सी-ई-आर-टी-एन
common_voice_hi_29840793.mp3,रोहित वेमुलाची अखारी उंची
common_voice_hi_29840842.mp3,कंपासमधील कंपासमधील सर्कीपर
common_voice_hi_29840843.mp3,"आता मी आता -पेलेटमध्ये आहे, आता मला हे लक्षात घ्यावे लागेल, मोदी प्रेम करतात."
common_voice_hi_29840844.mp3,कोफी बोड मधील नगरी गोल्ड
common_voice_hi_29840845.mp3,पेट्रल डिसएलबद्दल पिम मुडीपासून दिलासा मिळेल का?
common_voice_hi_29840847.mp3,"सेहवागला नक्कीच अपेक्षा मानले जाईल, मी माझ्या नावाचा नक्कीच विचार करेन."
common_voice_hi_29840889.mp3,काळ्या दिवसावरील कोटचा निर्णय सरकार निवडेल
common_voice_hi_29840891.mp3,"सचिन, सचिन, डंगे, शत्रास पहाण्यासाठी."
common_voice_hi_29840892.mp3,"कर्मचारी रावद्रस, शोडमध्ये आनंदी आहेत."
common_voice_hi_29840893.mp3,"मोदींचे काम रामराम जबना आहे, गरिबांचा माल म्हणजे त्यांची राहुल गांडी."
common_voice_hi_29840894.mp3,बडी गिरवद आणि निकई यांनी चिनी बाजारात पुन्हा काम केले.
common_voice_hi_29840944.mp3,"रेल्वेमधील निकिक काई पादोपर भारडी, हजरो लोकांना नगरी मिळेल."
common_voice_hi_29840945.mp3,"मिझोरम लोक सबा बसतात, ज्यांना बरीच कढीपत्ता आहे"
common_voice_hi_29840946.mp3,जय पांडा यांनाही जेजेपीची जबाबदारी मिळाली.
common_voice_hi_29840947.mp3,"गझियाबार, हार्ट आणि पालवालची हाय टेक लोकल ट्रेन नाही"
common_voice_hi_29840948.mp3,"घाम बाहेर काढा आणि हे जाणून घ्या की दिल्ली, पेट्रोलमध्ये कोणत्या किडा."
common_voice_hi_29845697.mp3,मला पुन्हा काम करून सरकारने मला कोणतीही पसंती दिली नाही
common_voice_hi_29845698.mp3,जेव्हा फीची सेल्फ -डोनेटेड कार कार बनली
common_voice_hi_29845699.mp3,ते सर्व टॉमवर हसू लागले
common_voice_hi_29845700.mp3,वाल्मीच्या सामाजिक टिप्पणीवरून बुरफाव कडून सलमान शिल्पा केस डाच
common_voice_hi_29845702.mp3,अस्पिक त्याला एआर कुई के बाय
common_voice_hi_29947338.mp3,खेळपट्टीवर कॉल करा
common_voice_hi_29947339.mp3,डिजिटल डेटा चुरी अदार डोरा जाटका
common_voice_hi_29947340.mp3,"प्रवेशाची मागणी, तुम्ही राष्ट्रपती, डीयू कुलपती रकी यांना भेट दिली."
common_voice_hi_29947341.mp3,आपला शिष्य एक चिंत आहे
common_voice_hi_29947342.mp3,मंडी व्हॅनिटी कारने कपिलचे लोक पोर्ट केले जे आता ठार मारतील
common_voice_hi_30157575.mp3,आमेरबरोबर काम करणे हे ध्येय नाही
common_voice_hi_30157576.mp3,पुटबोलर रोनाल्डोने आज दुसरी बाजू दिली
common_voice_hi_30157577.mp3,सुस्मिता शेन्नेची अझी फॉथ एर लोकांनी शादिका प्रोपोद देण्यास सुरवात केली
common_voice_hi_30157578.mp3,याम्ना औलीच्या नालोको तुर्की स्पॉस्पॉसे
common_voice_hi_30157579.mp3,गुजरातमधील मुलींना बराटिस यांना देण्यात आले होते
common_voice_hi_30196031.mp3,"खाशीच्या दिवशी, स्वप्नातील त्वचेची स्थापना"
common_voice_hi_30196032.mp3,मी वाटेत कचरा थांबवू शकत नाही
common_voice_hi_30196033.mp3,"एक दिवस कलासपासून एक दिवस सुरुवात केली, एक ट्रेस"
common_voice_hi_30196034.mp3,लोब फोर्स रावण तेबल पेपर पहा
common_voice_hi_30196035.mp3,ता मेरी ची पाली
common_voice_hi_30313619.mp3,फैलालिश मिस्टरचे एआरओपी टेबल जनरल डिसमिस करण्यासाठी फैला
common_voice_hi_30313620.mp3,"शरब जी, हे विधेयक भूमीचे आहे, रिचा चड्डा"
common_voice_hi_30313621.mp3,दिल्लीशिवाय दिल्लीत आशीर्वाद देऊन आरोपी पळून गेला
common_voice_hi_30313622.mp3,"दिल्लीतील एनआययू शटलसह, रेव कॅब ड्रॅव्हरचा आरोप"
common_voice_hi_30313623.mp3,बायो पिकमध्ये संजीद एकत्र दिसेल
common_voice_hi_30374912.mp3,सारवा पालया बटस परासद अब्दुलागी हिरसादका मटता शीट ब्लॅक सस्तामध्ये
common_voice_hi_30374913.mp3,"मॅनलियाच्या मुश्किले माडी, एसबीआयने ही नोटीस विकली."
common_voice_hi_30374914.mp3,चड्टीझागर इलेक्शन पंडार्या सीटपर परत भेटब कुंग्रे
common_voice_hi_30374915.mp3,अमरीकाने मारतीने तिच्या सिंहासनाचे सेक्स रॅकेट उघड केले
common_voice_hi_30374916.mp3,रॉक्टर इंटियाझीच्या एल्डरबद्दल खोकला चर्चा
common_voice_hi_30386527.mp3,सिंडुस्वी तवर्मे स्वला कुट्ट पेजर अंतर्गत सायना
common_voice_hi_30386528.mp3,नॉनसल इन्स्टिट्यूट सायमन्स टेकलाल्गी कोलगटा
common_voice_hi_30386529.mp3,आद्यच्या आरोपात फुरवा ट्रामॅप मंत्राचे पीपी शेमी ट्रिब्टर
common_voice_hi_30386530.mp3,सलमानने युलियाच्या पिवळ्या सारखे काहीतरी साजरे केले
common_voice_hi_30386531.mp3,यासाठी खेत्सम सॅन
common_voice_hi_30393504.mp3,बॉकिझम
common_voice_hi_30393505.mp3,"तर प्रीमिअम्समध्ये, गूगल मुजिक अजसे लेया अफार कालाब"
common_voice_hi_30393506.mp3,"कमकुवत यूपीजे असूनही, दिजालमध्ये पेट्रोलची किंमत कमी झाली आहे."
common_voice_hi_30393507.mp3,आमचा लिकोड रोहिचर्मा एडीएन वर चांगला आहे
common_voice_hi_30393508.mp3,"गंगालीच्या मार्गावर पाकिस्तान बाराती, गगी कर्नासची किंमत"
common_voice_hi_30474049.mp3,दिल्ली कालीने एका युवकाला गोळ्या घालून ठार मारले
common_voice_hi_30474050.mp3,"वर, मातृ काकांनी भानजीबरोबर एक कार चालविली"
common_voice_hi_30474051.mp3,माया वतीचा मुसलमानांना कंग्रे एसपीच्या आतडे पंडनपासून बनविण्याचा दर
common_voice_hi_30474052.mp3,"प्रेम किंवा ट्राय किंवा अदध, त्या गोळ्या"
common_voice_hi_30474053.mp3,जेव्हा लागकीने नाकारले तेव्हा प्रिमने भावाला ठार मारले
common_voice_hi_30487524.mp3,विष्णू बावो अंकी आणि टीआय
common_voice_hi_30487525.mp3,हे चिन्ने यतीटच्या तू जंगर जंगरच्या पलीकडे आहे
common_voice_hi_30501892.mp3,बिशपी निताने पट्टीने तुस्री महिलेबरोबर अपघात पकडला
common_voice_hi_30501893.mp3,"अ‍ॅव्हेंजर अंदझ गेम रेव्हर, सुपर हीरोचा चित्रपट हर कोसावतीवरील करी."
common_voice_hi_30501894.mp3,"गुन्हेगारी, दिलर शॉट मुजदाफ्फर नगर"
common_voice_hi_30506101.mp3,"सिला दिखादित्ने म्हणाली, तुम्हाला अतिरिक्त बेटन मिळेल."
common_voice_hi_30506102.mp3,माकसिन काबरसाठी जानफा लेंड
common_voice_hi_30506103.mp3,तनुस्री हलखम ते लॅक्सम ते अमिताग पर्यंत पेयात
common_voice_hi_30506104.mp3,योपी कोरिल परगन ऑफ टुसर सम्यतचा गवगा
common_voice_hi_30506105.mp3,टोनू ब्रह्मांड्रानने ब्राह्मणनला दिले. दलितांची माया वती.
common_voice_hi_30514616.mp3,बारात बारातचा सलमान खान सतीश कृष्णा मानला
common_voice_hi_30514617.mp3,माहित आहे की कुंचिस आपले वळण बनवू शकते
common_voice_hi_30514618.mp3,"युनिव्हर्सिटी अप्पर जातीच्या व्यवस्थेसाठी पुन्हा एकत्र आली, अमीशिन पुर्तलीला हा लाभ मिळेल"
common_voice_hi_30514619.mp3,आपली कार पायी ओरडली
common_voice_hi_30514620.mp3,"गुरु ग्रॅम, त्याच्या व्यावसायिकाने महलाला गोळ्या घातल्या."
common_voice_hi_30514621.mp3,अडवाणीची लाल निर्मिती लागू होताच शिव्राग चिंचवान ट्रोल केले जाईल
common_voice_hi_30514622.mp3,"बराक चिन सांबंद, बराकवरील चिनी ड्रॅगन"
common_voice_hi_30514623.mp3,अनिल कुमले एएम मुहलीची कामगिरी करेल
common_voice_hi_30514624.mp3,मी राजाची कुक शिजवली
common_voice_hi_30514625.mp3,जम्मू -काश्मीरमध्ये सरकार पीडीपी नेटचे महमाभुबाने ली होते.
common_voice_hi_30527197.mp3,आग्रा स्विप्लिस बायर नाही
common_voice_hi_30527198.mp3,टेंडरी इमॅन्ट्री अ‍ॅश्युरन्स
common_voice_hi_30527199.mp3,"गया मध्ये, गयामधील वेदांचे नातेवाईक, सुंदर चालवा"
common_voice_hi_30527200.mp3,"माजी सैन्य प्रमुख असले तरी आम्ही आदर्श, व्हायवरी किन्नावागाचा आदर्श दिला आहे"
common_voice_hi_30527201.mp3,खबल सिब्बलला गर्दी करण्याचा प्रयत्न करीत आहे
common_voice_hi_30574639.mp3,राजंद सिंग बोले रे पीशला कथर कथर किंवा कथरला भेटायचं आहे
common_voice_hi_30574640.mp3,बासुली ते परासन ब्रांझ पर्यंतचा खर्च
common_voice_hi_30574641.mp3,गिलमध्ये उपासमारीच्या 3 वासराचे प्रकरण दुसर्‍या मध्ये उचलले गेले
common_voice_hi_30574642.mp3,राजनमध्ये खाकी बर्डी बाळे मन्श्तार राहतात
common_voice_hi_30574643.mp3,डिली शॉटला नॅटिन महिला कुमाडाला
common_voice_hi_30588538.mp3,हृदय आपले लोको आणि थिहेम देखील असेल
common_voice_hi_30588539.mp3,राईप वादात जीपचा दहाबा ऑपरेटर
common_voice_hi_30588540.mp3,बाजशाहोचे न्या गाणे इम्रान सनीच्या रसायनशास्त्रावर अवलंबून आहे
common_voice_hi_30588541.mp3,4 रहला मट इग्नर 5 सबलँड स्कॉट 周 बी
common_voice_hi_30588542.mp3,"राजस्थान, चीफ सच्चा वॉम प्रकाश मिन्ना म्हणाले की, परिपूर्णता केली नाही."
common_voice_hi_30588592.mp3,"मोट्रोला लायका डोनियाचा दुसरा मॅडिलर समथफास, आपण पॅट्स खर्च करण्यास सक्षम असाल"
common_voice_hi_30588594.mp3,"प्रथम, मी निर्दोष मुलगी -"
common_voice_hi_30588596.mp3,बराटिया जोडप्याच्या हत्येमध्ये वाकिलला योग्य जाझ पाहिजे आहे
common_voice_hi_30588599.mp3,पार्टोने प्रथमच चुंबन घेतले
common_voice_hi_30588601.mp3,शनिही अमावास्य वर शनी देवची हस्तकला मिळविण्यासाठी या उपाययोजना करा
common_voice_hi_30588622.mp3,जोडप्या आणि करीनाचे प्रेम हंज इक्रार हज
common_voice_hi_30588623.mp3,वालमद प्लिपकॅट सुदच्या खद्रा खद्रा व्यापार्‍यांनी देशात देशात घ्यावे.
common_voice_hi_30588624.mp3,जोच्या व्हॉलेंटिज देई मेसेज एर्टेल आणि आयडियानेही प्रतिसाद दिला
common_voice_hi_30588630.mp3,Sashmswaraje hali अनुप्रयोग विसरला आणि म्हणा की भारत तुझ्यावर प्रेम करतो
common_voice_hi_30588636.mp3,बँग मेजरबरोबर करिंगी बैठक ही हस्तकला वाढीची बाब असेल.
common_voice_hi_30588648.mp3,काश्मीरमधील एपीएसपीए आणि पॅलेटनच्या आश्चर्यचकिततेवर युरोपियन सान्सदासने चंतला घेतले
common_voice_hi_30588649.mp3,या प्रकरणात सुप्रीम कोट टाळी
common_voice_hi_30588650.mp3,पहिल्या दिवशी किती आयुष्य कमावले हे माहित आहे
common_voice_hi_30588651.mp3,शाहित कपूरला रिचा शादरा देखील माहित नाही
common_voice_hi_30588652.mp3,"सद्याची आई म्हणाली, मुलगी दहशतवादी कंपनीकडून नव्हे तर फिकट नाही."
common_voice_hi_30588663.mp3,"कामिकल अटक, कुलकातामधील तुसी हलविण्यापासून पाच माहिली झुल्सी"
common_voice_hi_30588664.mp3,"रायगन सीट, चंदबाला कुनरेसच्या दीपा दास मुंशीसमोर"
common_voice_hi_30588665.mp3,शा थिंदिन तालि राजमा भारती मोदी जिनपिंगच्या दिवशी होते.
common_voice_hi_30588666.mp3,"बहिणीच्या तक्रारीसह सामलंगेक नंदार, टोमणे गाठला, पूलिस घेईल."
common_voice_hi_30588667.mp3,यूपाला तहरंगाचा समावेश करून परेराला शिलांकाची नवीन काळन बनविली गेली
common_voice_hi_30588678.mp3,बाबरातच्या गॅरे बंडीमध्ये
common_voice_hi_30588679.mp3,अंटार अशावे महिला देवपा गुगल यांनी हे कोट लिहिले
common_voice_hi_30588680.mp3,एक बाय टू करिंगे देवल सह गुलफ्रिन
common_voice_hi_30588681.mp3,शामगच्या दिवशी गाझने खजुटिल बनविले
common_voice_hi_30588682.mp3,दिल्ली कर्जासाठी बुजर कटाल
common_voice_hi_30588696.mp3,"गोल मेटलिस पहलवान युगेश्वर वडील बनू शकतात, परंतु हे पैच आहे."
common_voice_hi_30588697.mp3,अण्णांची स्वत: ची सुसंवाद असणे आवश्यक आहे
common_voice_hi_30588698.mp3,गाण्याची सर्व गाणी पुन्हा गोंधळ उडाली
common_voice_hi_30588699.mp3,"गुद्द्वार कपूर, मुलाचा जूट चोरी करताना पिकले, हर्षवर्डनने वेटिओ सामायिक केला."
common_voice_hi_30588701.mp3,टोलीने राजवानवरील खटला थांबविला होता
common_voice_hi_30588709.mp3,भाजपचा मूड मंत्रांना भेटतो
common_voice_hi_30588711.mp3,डिजितल डायसोचे दिवे आपल्यासाठी अवरोधित केले जाऊ शकतात
common_voice_hi_30588712.mp3,डॅमबरची बातमी एनयूएस पर्यंत मोठी झाली
common_voice_hi_30588714.mp3,"शीर्षस्थानी, शिखरानंतर, नंतर नित्यक्रम खा"
common_voice_hi_30588715.mp3,शिकेनकाई सैन्याने एलिझ्व्हेंट पास ताब्यात घेतला
common_voice_hi_30588727.mp3,इग्बाल अन्सारीची वाकिल कडवा मध्य चूक नाही
common_voice_hi_30588728.mp3,मला एक अश्रू आहेत जे मी तुम्हाला दर्शवू इच्छितो
common_voice_hi_30588729.mp3,वेतन कासूर एक सामान्य माणूस आहे
common_voice_hi_30588731.mp3,"बिहार, फन्ट पार्कच्या उदकतणावरील वाद, कम्पानी यांचे विधान उघडकीस आले."
common_voice_hi_30588732.mp3,"सलमान, जीवनाचे ज्ञान वाचवित आहे, पॅलस"
common_voice_hi_30588752.mp3,"उमा भारती राम्मंदर निडमनवर म्हणाले, आता नाही."
common_voice_hi_30588754.mp3,"प्रभु, प्रभु नैतिक राजीनामा देण्याचे तिसरे रेल्वे मंत्री प्रभु"
common_voice_hi_30588755.mp3,राजसथम रक्ष बंडन यांच्यावर भी भणे यांना शांतता घ्या
common_voice_hi_30588756.mp3,अभियंता त्याच्या जोखमीवर सर्व नागरी आहे
common_voice_hi_30588757.mp3,बनारसी भाबु नरेंद्र मोदी आंबा मुरली मनोहर जोशी बीसस्पीमध्ये बनवले जातील
common_voice_hi_30588760.mp3,"स्वामीकी व्हॅनिंग, जर रम्मंदर निर्मनाची पूजा केली गेली तर गर्डुगा सरकार."
common_voice_hi_30588761.mp3,"कृति सांगी कानुनची वलंगान, विक्रिक्सवर वाइट हंस"
common_voice_hi_30588763.mp3,"नोएडा मेट्रो हॉस्पिटलमध्ये भीशाला आग लागली, काचेचे ब्रेक रूग्ण काढून टाकले गेले."
common_voice_hi_30588764.mp3,तर क्यंगारी सकूलमध्ये स्त्रियांसह निर्दोष सापळा.
common_voice_hi_30588765.mp3,रवी प्रदेशातील राज्यातील पीक बहिणीसमोर ग्यांग्रॅप आहार
common_voice_hi_30588766.mp3,काश्मिरी ओरडल्यामुळे पाकिस्तानच्या बाजूने घोषणा केली
common_voice_hi_30588767.mp3,कारा आणि विन्श्ट पाचल अनेक महिन्यांपासून टस्रेची काळजी घेत आहेत
common_voice_hi_30625447.mp3,वरुण अल्या या शैलीत दिवाळी उत्सव करीत आहे
common_voice_hi_30625448.mp3,मला स्विट आवडते
common_voice_hi_30625449.mp3,आपल्या खेळाडूंनी भरलेल्या दोन योराज जतन करा.
common_voice_hi_30625450.mp3,"कपिल प्रकारन, धक्कादायक बूल, इटरला आता राग आहे."
common_voice_hi_30625451.mp3,आपण कोणतेही औषध करत नाही
common_voice_hi_30635560.mp3,"बारातमध्ये, मसूरचे भाडे विदेसी सरो गेसीवर नवीन कानुनू शोधू शकणार नाही."
common_voice_hi_30635561.mp3,गोव्यात जाणीवपूर्वक स्त्री सॅलिब्रॅटीचे लास पूलिस आढळले
common_voice_hi_30635562.mp3,मॉडेल कार बॅडमादार्ज झेड.
common_voice_hi_30635563.mp3,अब भी दिज कलाम सारको डेंट
common_voice_hi_30635564.mp3,"दुस Jaha ्या जाहा मुडी, वाहर अमिलाका मंच ताराशाई"
common_voice_hi_30656319.mp3,खिस्मा कपूरची घाईची छायाचित्रे यजल मजदल आहेत.
common_voice_hi_30656320.mp3,"पटना सिक्स लेक्ट, निकला प्रीजी आणि तिचे वडील ग्रिटल"
common_voice_hi_30656321.mp3,"चित्रपटात जेव्हा चित्रपटातील स्टेन्स पिक्रेनेस पूजा, आपण कसे आहात मनमर्जी"
common_voice_hi_30656322.mp3,"तर लंडनमध्ये, माजन्स, बहरा आणि पृष्ठिस्तानवर एक इडिन सामायिक केला जाईल."
common_voice_hi_30656323.mp3,ज्याच्या सिडवर हा अपघात हॅरेममध्ये लिहिला गेला होता
common_voice_hi_30675979.mp3,अखशे कुमाची तत्कालीन सूरी जियाशीची टायटलची टिल्झास्ट कथा
common_voice_hi_30675980.mp3,"गुरकाओ, फिनिझर एस्के टेस्टचा बून्का रथ्या"
common_voice_hi_30675981.mp3,दहशतवादी हल्ल्यात स्पष्ट
common_voice_hi_30675982.mp3,टेलिम पॅरलेटिंग केस हस्तक्षेप करणार नाही
common_voice_hi_30675983.mp3,मी मला काहीही देणार नाही
common_voice_hi_30676729.mp3,"रेखी सबव्होड जी पोटिस ते चेहिरे, एके यांनी इन्सनायत तुजा उचे पेफरे दिले."
common_voice_hi_30676730.mp3,"मट्स, ही पहिली कालो ली मुलगी आई नगरपालिकेची लाज"
common_voice_hi_30676731.mp3,रोगाच्या समितीमध्ये
common_voice_hi_30676732.mp3,डोकेकेन्ट्राचा श्विटाग होई शांतताक बनला
common_voice_hi_30676733.mp3,"खटला घ्या, चुकीच्या गोष्टीचा खटला घ्या"
common_voice_hi_30676734.mp3,सान्या नवी पारडपवाजी इअरपॉट
common_voice_hi_30676735.mp3,तामिळ नदपी मुक्यामुदरी चहिल अलिता पासातल येथे पॅराटी अल्ट्स थेर
common_voice_hi_30676736.mp3,पिपिकेन आणि शो दरम्यान कर्दला रणवीला चुंबन घ्या
common_voice_hi_30676737.mp3,"विरोकराशी आणि कोस खोरी आंबा तुझे पर्शान, कोसिक भाशी."
common_voice_hi_30676738.mp3,"नामामी कांगच्या यशासाठी शल्ला, संसाधने आणि कोसला एकत्र येतील"
common_voice_hi_30689928.mp3,"पाकिस्तान एक चांगले पाकीट आहे, परंतु आपण पुढाकार आहात, आपण वाडी आहात."
common_voice_hi_30689929.mp3,"प्रौढांच्या तरलतेवरही, परेडचे मोठे पालक मुशिबादमध्ये शकर बार्कन घेत होते."
common_voice_hi_30692993.mp3,मेनला सैन्यात मेनलाव्हच्या तेजीचे संरक्षण मंत्री बनले
common_voice_hi_30692994.mp3,जर तुम्हाला फूलवर आकार मिळाला तर मीट्या विचार करा
common_voice_hi_30692995.mp3,डॅनशकरने अटलामध्ये तुरूंगात पाठविले
common_voice_hi_30692996.mp3,जर बर्टीने बर्टीला गायले तर.
common_voice_hi_30692997.mp3,आज तू टुटू पार्टीशी बोलण्याची बाब असेल की नाही
common_voice_hi_30706594.mp3,जेव्हा मुलगी माखो कार्बसाठी भाग पाडली
common_voice_hi_30706595.mp3,मी दगड दगड घातला आहे
common_voice_hi_30706596.mp3,"मोहन जुडालो रेटिक, मेरी बहतारी फिल्मोपैकी एक असेल."
common_voice_hi_30706597.mp3,मोझोडा विट मंत्री पीच दामबारमचे जीवन पराचे
common_voice_hi_30706598.mp3,"गावाटी, कुइन आणि पुती कुइनमध्ये दलाचास्मा कपला होत आहे"
common_voice_hi_30706602.mp3,चाया संजीद आणि रांबिर नंतर शारुखची किसम पल्द डिंग हिरानी
common_voice_hi_30706603.mp3,रालो एसपी निया पालेका येथे बहगीदरीसाठी एक मोहीम राहील
common_voice_hi_30706604.mp3,"तिहार आणि प्रकाश चौतला येथे बंद, तेव्हाच भीग्री हॉस्पिटलमध्ये"
common_voice_hi_30706605.mp3,कोहलीने सुश्का ते मिशल जोन्सनबद्दल बोलले
common_voice_hi_30706606.mp3,त्यात एक मोठी गोष्ट आहे
common_voice_hi_30706608.mp3,"पुनीत टीटी, अंबेटकर यांनी लाको डॅलेटोबरोबर चोर दिला."
common_voice_hi_30706609.mp3,"शोशल मीडियावरील गुलफ्रिनने नालीख, गिर pte प्टियर यांच्याशी बलात्काराची रात्री केली."
common_voice_hi_30706610.mp3,चिया खानीच्या महानतेवर डबंगोने वडिलांचा हात केला
common_voice_hi_30706611.mp3,गुजरात कुनरेसच्या दिग्नित आणि पुर सनासिद जकदीश टाकर यांनी पक्षाचा राजीनामा दिला
common_voice_hi_30706612.mp3,"मॅशवाल फंड्स, ना डस्टवेझ, ना गार्डन जानिका जंजाद, अशा कचर्‍याची गुंतवणूक."
common_voice_hi_30706613.mp3,"मुश्कलच्या वेळी, सलमानला प्रीतीचा पाठिंबा मिळाला, मध्यवर्ती तुरूंगात भेटला."
common_voice_hi_30706614.mp3,फाल मनमोहन सुन्या मंदिर करलामधून पाठवणार नाही
common_voice_hi_30706615.mp3,जर तुम्ही मला गोलो बरोबर सांगितले तर
common_voice_hi_30706616.mp3,भाशानच्या मल्लेवरील राशपतीची मल्ले करजन खागे
common_voice_hi_30706617.mp3,पर्यावरणाला वाचवण्यासाठी चीनच्या प्रयत्नांना भारताला रोखण्याची इच्छा आहे
common_voice_hi_30706618.mp3,एनीझपिडिकेटेड बॅड हाऊसचा पुजारी मृत्यू झाला
common_voice_hi_30706619.mp3,"जश रॅपोटमधील शिक्कामोर्तब, रेल्वेमेवादीच्या दुर्लक्षामुळे बरेच पैसे झाले."
common_voice_hi_30706620.mp3,"दिवाळीवर, हे भार आरोग्य नाही"
common_voice_hi_30706621.mp3,रेल्वेने अलीकर स्टेशनवर दुरखानच्या जाझला ऑर्डर केले
common_voice_hi_30706622.mp3,आपले पस्टर वॉर
common_voice_hi_30706623.mp3,"काटालचे नाक, ज्याने लग्कीओ बनदाद बनवून रागावले आहे,"
common_voice_hi_30706624.mp3,शेपटीतील दहशतवादी चाहत्यांकडून नो रथियारोमध्ये चार एके रायफल्स.
common_voice_hi_30706625.mp3,जितानीचा भोते मत्सरात ठार झाला
common_voice_hi_30706626.mp3,व्हॉट्सअॅपवर वेटेव्ह कॅलिंके शरवत एएसई हा गट वापरा
common_voice_hi_30706627.mp3,"पॅंगलोर tst टस्ट, सचन नंतर, उजा आणि हरभजनाचा दैनल"
common_voice_hi_30706628.mp3,मी या चीनबरोबर वरद कुमलेसारखे आहे
common_voice_hi_30706629.mp3,कलंकी रीलिझ टेट रोटाला रीलिझ माहित आहे
common_voice_hi_30706630.mp3,सत्यम खटला प्रकरणात आज कोर्टाचा उपवास
